date,city,PM_China,PM_US Post
2013-3-10,beijing,17.333333333333332,18.0
2013-3-10,beijing,29.333333333333332,22.0
2013-3-10,beijing,29.333333333333332,27.0
2013-3-10,beijing,31.0,26.0
2013-3-10,beijing,30.0,27.0
2013-3-10,beijing,26.333333333333332,29.0
2013-3-10,beijing,25.333333333333332,27.0
2013-3-10,beijing,33.0,33.0
2013-3-10,beijing,30.0,32.0
2013-3-10,beijing,32.0,33.0
2013-3-10,beijing,33.333333333333336,35.0
2013-3-10,beijing,36.333333333333336,33.0
2013-3-10,beijing,37.333333333333336,37.0
2013-3-10,beijing,43.333333333333336,42.0
2013-3-10,beijing,49.666666666666664,59.0
2013-3-10,beijing,59.0,67.0
2013-3-10,beijing,73.33333333333333,80.0
2013-3-10,beijing,71.33333333333333,75.0
2013-3-10,beijing,81.33333333333333,87.0
2013-3-10,beijing,80.33333333333333,88.0
2013-3-10,beijing,80.66666666666667,81.0
2013-3-11,beijing,92.33333333333333,106.0
2013-3-11,beijing,97.66666666666667,103.0
2013-3-11,beijing,104.0,118.0
2013-3-11,beijing,100.66666666666667,111.0
2013-3-11,beijing,97.66666666666667,110.0
2013-3-11,beijing,94.0,102.0
2013-3-11,beijing,88.33333333333333,94.0
2013-3-11,beijing,100.0,105.0
2013-3-11,beijing,104.66666666666667,122.0
2013-3-11,beijing,121.33333333333333,155.0
2013-3-11,beijing,128.66666666666666,150.0
2013-3-11,beijing,99.0,156.0
2013-3-11,beijing,117.66666666666667,134.0
2013-3-11,beijing,118.66666666666667,114.0
2013-3-11,beijing,105.0,114.0
2013-3-11,beijing,112.33333333333333,120.0
2013-3-11,beijing,134.33333333333334,153.0
2013-3-11,beijing,138.0,148.0
2013-3-11,beijing,143.66666666666666,162.0
2013-3-11,beijing,160.66666666666666,164.0
2013-3-11,beijing,161.0,158.0
2013-3-11,beijing,126.0,117.0
2013-3-11,beijing,107.66666666666667,108.0
2013-3-11,beijing,107.66666666666667,114.0
2013-3-12,beijing,121.66666666666667,135.0
2013-3-12,beijing,126.66666666666667,131.0
2013-3-12,beijing,123.0,135.0
2013-3-12,beijing,126.33333333333333,137.0
2013-3-12,beijing,128.66666666666666,150.0
2013-3-12,beijing,136.0,153.0
2013-3-12,beijing,123.66666666666667,145.0
2013-3-12,beijing,118.33333333333333,127.0
2013-3-12,beijing,115.66666666666667,130.0
2013-3-12,beijing,114.66666666666667,161.0
2013-3-12,beijing,138.66666666666666,164.0
2013-3-12,beijing,145.33333333333334,167.0
2013-3-12,beijing,150.0,148.0
2013-3-12,beijing,137.0,153.0
2013-3-12,beijing,125.33333333333333,147.0
2013-3-12,beijing,125.33333333333333,150.0
2013-3-12,beijing,136.33333333333334,152.0
2013-3-12,beijing,135.66666666666666,164.0
2013-3-12,beijing,138.0,159.0
2013-3-12,beijing,150.33333333333334,176.0
2013-3-12,beijing,160.33333333333334,174.0
2013-3-12,beijing,153.0,194.0
2013-3-12,beijing,118.66666666666667,114.0
2013-3-12,beijing,65.0,67.0
2013-3-13,beijing,22.666666666666668,23.0
2013-3-13,beijing,8.0,13.0
2013-3-13,beijing,9.666666666666666,10.0
2013-3-13,beijing,9.333333333333334,11.0
2013-3-13,beijing,13.0,17.0
2013-3-13,beijing,14.0,14.0
2013-3-13,beijing,14.666666666666666,16.0
2013-3-13,beijing,14.333333333333334,15.0
2013-3-13,beijing,13.666666666666666,16.0
2013-3-13,beijing,16.0,16.0
2013-3-13,beijing,12.333333333333334,17.0
2013-3-13,beijing,11.333333333333334,13.0
2013-3-13,beijing,17.0,10.0
2013-3-13,beijing,13.666666666666666,14.0
2013-3-13,beijing,11.333333333333334,12.0
2013-3-13,beijing,10.666666666666666,15.0
2013-3-13,beijing,15.666666666666666,16.0
2013-3-13,beijing,24.666666666666668,23.0
2013-3-13,beijing,34.333333333333336,37.0
2013-3-13,beijing,36.666666666666664,38.0
2013-3-13,beijing,30.666666666666668,30.0
2013-3-13,beijing,35.0,34.0
2013-3-13,beijing,41.0,48.0
2013-3-13,beijing,66.66666666666667,71.0
2013-3-14,beijing,70.33333333333333,82.0
2013-3-14,beijing,64.66666666666667,77.0
2013-3-14,beijing,68.33333333333333,83.0
2013-3-14,beijing,67.0,92.0
2013-3-14,beijing,78.66666666666667,84.0
2013-3-14,beijing,66.0,84.0
2013-3-14,beijing,67.33333333333333,75.0
2013-3-14,beijing,89.33333333333333,92.0
2013-3-14,beijing,99.66666666666667,92.0
2013-3-14,beijing,110.66666666666667,112.0
2013-3-14,beijing,113.66666666666667,124.0
2013-3-14,beijing,102.66666666666667,122.0
2013-3-14,beijing,92.66666666666667,109.0
2013-3-14,beijing,92.0,111.0
2013-3-14,beijing,99.0,121.0
2013-3-14,beijing,103.33333333333333,128.0
2013-3-14,beijing,105.66666666666667,127.0
2013-3-14,beijing,106.66666666666667,126.0
2013-3-14,beijing,114.33333333333333,136.0
2013-3-14,beijing,149.0,165.0
2013-3-14,beijing,154.66666666666666,182.0
2013-3-14,beijing,156.33333333333334,182.0
2013-3-15,beijing,167.66666666666666,195.0
2013-3-15,beijing,184.66666666666666,205.0
2013-3-15,beijing,192.0,217.0
2013-3-15,beijing,202.33333333333334,226.0
2013-3-15,beijing,204.0,220.0
2013-3-15,beijing,195.33333333333334,197.0
2013-3-15,beijing,177.33333333333334,187.0
2013-3-15,beijing,165.33333333333334,174.0
2013-3-15,beijing,159.66666666666666,181.0
2013-3-15,beijing,160.0,192.0
2013-3-15,beijing,224.66666666666666,254.0
2013-3-15,beijing,246.66666666666666,271.0
2013-3-15,beijing,277.0,302.0
2013-3-15,beijing,251.66666666666666,294.0
2013-3-15,beijing,249.0,280.0
2013-3-15,beijing,264.6666666666667,294.0
2013-3-15,beijing,259.0,302.0
2013-3-15,beijing,276.0,324.0
2013-3-15,beijing,282.3333333333333,315.0
2013-3-15,beijing,287.6666666666667,328.0
2013-3-15,beijing,289.0,355.0
2013-3-15,beijing,353.6666666666667,405.0
2013-3-16,beijing,341.6666666666667,347.0
2013-3-16,beijing,297.0,346.0
2013-3-16,beijing,293.6666666666667,342.0
2013-3-16,beijing,294.3333333333333,327.0
2013-3-16,beijing,290.3333333333333,332.0
2013-3-16,beijing,291.0,328.0
2013-3-16,beijing,302.0,325.0
2013-3-16,beijing,295.0,315.0
2013-3-16,beijing,275.3333333333333,295.0
2013-3-16,beijing,240.0,239.0
2013-3-16,beijing,206.66666666666666,212.0
2013-3-16,beijing,180.66666666666666,214.0
2013-3-16,beijing,207.66666666666666,215.0
2013-3-16,beijing,186.0,208.0
2013-3-16,beijing,183.66666666666666,229.0
2013-3-16,beijing,216.66666666666666,235.0
2013-3-16,beijing,190.0,199.0
2013-3-16,beijing,193.66666666666666,251.0
2013-3-16,beijing,222.0,280.0
2013-3-16,beijing,240.33333333333334,250.0
2013-3-16,beijing,201.0,205.0
2013-3-16,beijing,192.66666666666666,202.0
2013-3-16,beijing,175.33333333333334,204.0
2013-3-17,beijing,165.66666666666666,216.0
2013-3-17,beijing,201.0,221.0
2013-3-17,beijing,206.0,227.0
2013-3-17,beijing,209.0,235.0
2013-3-17,beijing,213.0,236.0
2013-3-17,beijing,204.66666666666666,232.0
2013-3-17,beijing,199.33333333333334,258.0
2013-3-17,beijing,216.0,273.0
2013-3-17,beijing,231.33333333333334,287.0
2013-3-17,beijing,251.66666666666666,316.0
2013-3-17,beijing,284.3333333333333,337.0
2013-3-17,beijing,317.0,359.0
2013-3-17,beijing,348.3333333333333,394.0
2013-3-17,beijing,361.6666666666667,393.0
2013-3-17,beijing,375.3333333333333,402.0
2013-3-17,beijing,376.6666666666667,400.0
2013-3-17,beijing,362.3333333333333,422.0
2013-3-17,beijing,370.6666666666667,429.0
2013-3-17,beijing,407.3333333333333,480.0
2013-3-17,beijing,441.3333333333333,512.0
2013-3-17,beijing,474.6666666666667,541.0
2013-3-17,beijing,494.0,498.0
2013-3-18,beijing,467.6666666666667,517.0
2013-3-18,beijing,372.0,246.0
2013-3-18,beijing,145.66666666666666,39.0
2013-3-18,beijing,39.666666666666664,14.0
2013-3-18,beijing,23.666666666666668,15.0
2013-3-18,beijing,12.0,10.0
2013-3-18,beijing,7.666666666666667,13.0
2013-3-18,beijing,6.0,9.0
2013-3-18,beijing,4.0,13.0
2013-3-18,beijing,3.0,10.0
2013-3-18,beijing,4.0,7.0
2013-3-18,beijing,9.333333333333334,6.0
2013-3-18,beijing,10.333333333333334,9.0
2013-3-18,beijing,9.0,10.0
2013-3-18,beijing,12.666666666666666,19.0
2013-3-18,beijing,13.333333333333334,14.0
2013-3-18,beijing,9.333333333333334,22.0
2013-3-18,beijing,21.0,25.0
2013-3-18,beijing,73.66666666666667,87.0
2013-3-18,beijing,47.0,49.0
2013-3-18,beijing,34.0,36.0
2013-3-18,beijing,23.666666666666668,30.0
2013-3-18,beijing,23.666666666666668,35.0
2013-3-18,beijing,23.333333333333332,30.0
2013-3-19,beijing,17.0,33.0
2013-3-19,beijing,16.666666666666668,34.0
2013-3-19,beijing,22.0,36.0
2013-3-19,beijing,14.333333333333334,25.0
2013-3-19,beijing,12.0,23.0
2013-3-19,beijing,12.333333333333334,22.0
2013-3-19,beijing,12.333333333333334,34.0
2013-3-19,beijing,28.666666666666668,34.0
2013-3-19,beijing,43.0,48.0
2013-3-19,beijing,39.333333333333336,59.0
2013-3-19,beijing,51.333333333333336,68.0
2013-3-19,beijing,49.0,69.0
2013-3-19,beijing,48.0,69.0
2013-3-19,beijing,49.666666666666664,69.0
2013-3-19,beijing,57.666666666666664,72.0
2013-3-19,beijing,49.333333333333336,63.0
2013-3-19,beijing,45.0,57.0
2013-3-19,beijing,39.666666666666664,41.0
2013-3-19,beijing,29.0,60.0
2013-3-19,beijing,55.0,105.0
2013-3-19,beijing,55.333333333333336,83.0
2013-3-19,beijing,56.666666666666664,75.0
2013-3-20,beijing,50.0,62.0
2013-3-20,beijing,47.666666666666664,53.0
2013-3-20,beijing,43.0,54.0
2013-3-20,beijing,42.666666666666664,45.0
2013-3-20,beijing,32.0,29.0
2013-3-20,beijing,29.333333333333332,28.0
2013-3-20,beijing,16.666666666666668,36.0
2013-3-20,beijing,38.666666666666664,39.0
2013-3-20,beijing,47.333333333333336,48.0
2013-3-20,beijing,50.0,63.0
2013-3-20,beijing,54.666666666666664,56.0
2013-3-20,beijing,62.0,56.0
2013-3-20,beijing,34.333333333333336,65.0
2013-3-20,beijing,32.333333333333336,49.0
2013-3-20,beijing,48.0,53.0
2013-3-20,beijing,43.333333333333336,53.0
2013-3-20,beijing,59.0,63.0
2013-3-20,beijing,58.333333333333336,70.0
2013-3-20,beijing,66.33333333333333,91.0
2013-3-20,beijing,77.0,97.0
2013-3-20,beijing,86.0,102.0
2013-3-20,beijing,84.66666666666667,109.0
2013-3-20,beijing,92.66666666666667,119.0
2013-3-20,beijing,106.33333333333333,118.0
2013-3-21,beijing,97.0,114.0
2013-3-21,beijing,90.66666666666667,98.0
2013-3-21,beijing,84.66666666666667,91.0
2013-3-21,beijing,84.33333333333333,94.0
2013-3-21,beijing,80.33333333333333,97.0
2013-3-21,beijing,87.33333333333333,108.0
2013-3-21,beijing,92.0,107.0
2013-3-21,beijing,85.66666666666667,104.0
2013-3-21,beijing,90.33333333333333,105.0
2013-3-21,beijing,114.0,123.0
2013-3-21,beijing,89.66666666666667,148.0
2013-3-21,beijing,129.0,164.0
2013-3-21,beijing,160.33333333333334,173.0
2013-3-21,beijing,162.0,172.0
2013-3-21,beijing,173.0,183.0
2013-3-21,beijing,179.66666666666666,192.0
2013-3-21,beijing,187.33333333333334,198.0
2013-3-21,beijing,193.33333333333334,210.0
2013-3-21,beijing,201.66666666666666,224.0
2013-3-21,beijing,201.33333333333334,224.0
2013-3-21,beijing,202.0,224.0
2013-3-21,beijing,172.33333333333334,211.0
2013-3-21,beijing,160.33333333333334,210.0
2013-3-21,beijing,161.33333333333334,209.0
2013-3-22,beijing,154.0,166.0
2013-3-22,beijing,127.33333333333333,125.0
2013-3-22,beijing,111.33333333333333,94.0
2013-3-22,beijing,144.33333333333334,51.0
2013-3-22,beijing,85.33333333333333,58.0
2013-3-22,beijing,72.33333333333333,51.0
2013-3-22,beijing,58.666666666666664,17.0
2013-3-22,beijing,54.666666666666664,14.0
2013-3-22,beijing,132.0,18.0
2013-3-22,beijing,128.0,17.0
2013-3-22,beijing,126.66666666666667,66.0
2013-3-22,beijing,56.0,63.0
2013-3-22,beijing,56.666666666666664,62.0
2013-3-22,beijing,68.33333333333333,73.0
2013-3-22,beijing,70.66666666666667,76.0
2013-3-22,beijing,59.666666666666664,62.0
2013-3-22,beijing,65.33333333333333,74.0
2013-3-22,beijing,71.33333333333333,82.0
2013-3-22,beijing,66.33333333333333,74.0
2013-3-22,beijing,68.66666666666667,69.0
2013-3-22,beijing,60.666666666666664,63.0
2013-3-22,beijing,60.333333333333336,61.0
2013-3-22,beijing,56.666666666666664,54.0
2013-3-23,beijing,52.333333333333336,50.0
2013-3-23,beijing,51.0,51.0
2013-3-23,beijing,49.333333333333336,51.0
2013-3-23,beijing,48.666666666666664,51.0
2013-3-23,beijing,50.0,52.0
2013-3-23,beijing,51.0,56.0
2013-3-23,beijing,50.333333333333336,60.0
2013-3-23,beijing,58.333333333333336,76.0
2013-3-23,beijing,67.33333333333333,97.0
2013-3-23,beijing,78.33333333333333,86.0
2013-3-23,beijing,84.0,88.0
2013-3-23,beijing,86.66666666666667,91.0
2013-3-23,beijing,82.0,90.0
2013-3-23,beijing,89.66666666666667,96.0
2013-3-23,beijing,91.0,94.0
2013-3-23,beijing,90.66666666666667,86.0
2013-3-23,beijing,67.33333333333333,71.0
2013-3-23,beijing,17.666666666666668,18.0
2013-3-23,beijing,11.333333333333334,15.0
2013-3-23,beijing,11.333333333333334,11.0
2013-3-23,beijing,8.666666666666666,12.0
2013-3-23,beijing,7.333333333333333,8.0
2013-3-23,beijing,7.333333333333333,5.0
2013-3-23,beijing,6.333333333333333,9.0
2013-3-24,beijing,8.666666666666666,10.0
2013-3-24,beijing,7.333333333333333,9.0
2013-3-24,beijing,7.333333333333333,11.0
2013-3-24,beijing,9.0,9.0
2013-3-24,beijing,10.0,11.0
2013-3-24,beijing,10.666666666666666,13.0
2013-3-24,beijing,11.666666666666666,18.0
2013-3-24,beijing,17.0,18.0
2013-3-24,beijing,15.333333333333334,11.0
2013-3-24,beijing,10.666666666666666,12.0
2013-3-24,beijing,7.0,12.0
2013-3-24,beijing,12.666666666666666,11.0
2013-3-24,beijing,10.333333333333334,15.0
2013-3-24,beijing,8.333333333333334,13.0
2013-3-24,beijing,9.333333333333334,12.0
2013-3-24,beijing,10.666666666666666,12.0
2013-3-24,beijing,15.0,15.0
2013-3-24,beijing,19.333333333333332,21.0
2013-3-24,beijing,29.666666666666668,32.0
2013-3-24,beijing,44.0,50.0
2013-3-24,beijing,54.0,60.0
2013-3-24,beijing,54.333333333333336,56.0
2013-3-24,beijing,54.0,58.0
2013-3-24,beijing,54.333333333333336,71.0
2013-3-25,beijing,71.0,91.0
2013-3-25,beijing,78.66666666666667,88.0
2013-3-25,beijing,81.33333333333333,90.0
2013-3-25,beijing,79.33333333333333,74.0
2013-3-25,beijing,70.33333333333333,86.0
2013-3-25,beijing,73.66666666666667,103.0
2013-3-25,beijing,83.66666666666667,119.0
2013-3-25,beijing,109.33333333333333,121.0
2013-3-25,beijing,117.33333333333333,137.0
2013-3-25,beijing,116.66666666666667,126.0
2013-3-25,beijing,99.66666666666667,112.0
2013-3-25,beijing,123.33333333333333,137.0
2013-3-25,beijing,120.66666666666667,129.0
2013-3-25,beijing,130.66666666666666,137.0
2013-3-25,beijing,114.33333333333333,123.0
2013-3-25,beijing,112.66666666666667,115.0
2013-3-25,beijing,104.33333333333333,117.0
2013-3-25,beijing,114.33333333333333,135.0
2013-3-25,beijing,123.0,127.0
2013-3-25,beijing,97.0,102.0
2013-3-25,beijing,90.66666666666667,97.0
2013-3-25,beijing,88.0,98.0
2013-3-26,beijing,97.33333333333333,110.0
2013-3-26,beijing,110.0,128.0
2013-3-26,beijing,126.66666666666667,153.0
2013-3-26,beijing,148.0,174.0
2013-3-26,beijing,162.33333333333334,187.0
2013-3-26,beijing,175.66666666666666,188.0
2013-3-26,beijing,176.66666666666666,196.0
2013-3-26,beijing,164.0,196.0
2013-3-26,beijing,175.33333333333334,205.0
2013-3-26,beijing,196.33333333333334,217.0
2013-3-26,beijing,212.66666666666666,229.0
2013-3-26,beijing,222.66666666666666,240.0
2013-3-26,beijing,216.66666666666666,231.0
2013-3-26,beijing,193.33333333333334,211.0
2013-3-26,beijing,187.33333333333334,210.0
2013-3-26,beijing,127.66666666666667,210.0
2013-3-26,beijing,134.66666666666666,223.0
2013-3-26,beijing,133.66666666666666,220.0
2013-3-26,beijing,206.66666666666666,223.0
2013-3-26,beijing,209.66666666666666,234.0
2013-3-26,beijing,208.33333333333334,231.0
2013-3-26,beijing,178.0,154.0
2013-3-26,beijing,132.66666666666666,128.0
2013-3-27,beijing,121.0,132.0
2013-3-27,beijing,122.0,134.0
2013-3-27,beijing,126.33333333333333,135.0
2013-3-27,beijing,126.33333333333333,134.0
2013-3-27,beijing,117.33333333333333,139.0
2013-3-27,beijing,120.0,171.0
2013-3-27,beijing,169.66666666666666,204.0
2013-3-27,beijing,190.66666666666666,183.0
2013-3-27,beijing,178.0,179.0
2013-3-27,beijing,111.0,192.0
2013-3-27,beijing,163.66666666666666,194.0
2013-3-27,beijing,157.66666666666666,156.0
2013-3-27,beijing,85.66666666666667,84.0
2013-3-27,beijing,59.0,21.0
2013-3-27,beijing,18.666666666666668,16.0
2013-3-27,beijing,12.666666666666666,15.0
2013-3-27,beijing,12.666666666666666,17.0
2013-3-27,beijing,10.333333333333334,26.0
2013-3-27,beijing,10.666666666666666,16.0
2013-3-27,beijing,13.666666666666666,15.0
2013-3-27,beijing,10.0,15.0
2013-3-27,beijing,15.0,16.0
2013-3-27,beijing,15.0,15.0
2013-3-27,beijing,12.0,16.0
2013-3-28,beijing,10.333333333333334,8.0
2013-3-28,beijing,9.0,8.0
2013-3-28,beijing,12.333333333333334,7.0
2013-3-28,beijing,12.333333333333334,8.0
2013-3-28,beijing,11.0,16.0
2013-3-28,beijing,20.333333333333332,17.0
2013-3-28,beijing,15.666666666666666,25.0
2013-3-28,beijing,14.0,13.0
2013-3-28,beijing,13.666666666666666,19.0
2013-3-28,beijing,16.333333333333332,18.0
2013-3-28,beijing,15.333333333333334,15.0
2013-3-28,beijing,15.0,21.0
2013-3-28,beijing,14.0,11.0
2013-3-28,beijing,13.0,21.0
2013-3-28,beijing,10.333333333333334,20.0
2013-3-28,beijing,12.666666666666666,22.0
2013-3-28,beijing,10.666666666666666,17.0
2013-3-28,beijing,40.333333333333336,60.0
2013-3-28,beijing,87.0,97.0
2013-3-28,beijing,105.66666666666667,120.0
2013-3-28,beijing,103.33333333333333,111.0
2013-3-28,beijing,100.0,109.0
2013-3-28,beijing,97.33333333333333,110.0
2013-3-29,beijing,99.0,93.0
2013-3-29,beijing,103.0,103.0
2013-3-29,beijing,105.0,100.0
2013-3-29,beijing,97.0,110.0
2013-3-29,beijing,98.66666666666667,100.0
2013-3-29,beijing,101.33333333333333,93.0
2013-3-29,beijing,93.0,97.0
2013-3-29,beijing,99.0,116.0
2013-3-29,beijing,113.0,127.0
2013-3-29,beijing,102.66666666666667,117.0
2013-3-29,beijing,80.0,90.0
2013-3-29,beijing,71.33333333333333,78.0
2013-3-29,beijing,101.33333333333333,119.0
2013-3-29,beijing,110.0,121.0
2013-3-29,beijing,103.33333333333333,108.0
2013-3-29,beijing,87.0,93.0
2013-3-29,beijing,83.66666666666667,97.0
2013-3-29,beijing,92.33333333333333,100.0
2013-3-29,beijing,94.66666666666667,101.0
2013-3-29,beijing,66.0,75.0
2013-3-29,beijing,59.333333333333336,58.0
2013-3-29,beijing,57.333333333333336,66.0
2013-3-30,beijing,60.666666666666664,72.0
2013-3-30,beijing,61.666666666666664,75.0
2013-3-30,beijing,66.0,82.0
2013-3-30,beijing,72.66666666666667,85.0
2013-3-30,beijing,73.66666666666667,82.0
2013-3-30,beijing,73.66666666666667,81.0
2013-3-30,beijing,72.0,84.0
2013-3-30,beijing,76.66666666666667,90.0
2013-3-30,beijing,81.66666666666667,93.0
2013-3-30,beijing,81.66666666666667,100.0
2013-3-30,beijing,82.0,122.0
2013-3-30,beijing,80.33333333333333,90.0
2013-3-30,beijing,83.66666666666667,97.0
2013-3-30,beijing,99.0,116.0
2013-3-30,beijing,96.33333333333333,110.0
2013-3-30,beijing,88.0,98.0
2013-3-30,beijing,84.33333333333333,104.0
2013-3-30,beijing,75.66666666666667,85.0
2013-3-30,beijing,81.66666666666667,91.0
2013-3-30,beijing,85.33333333333333,107.0
2013-3-30,beijing,81.66666666666667,100.0
2013-3-30,beijing,83.33333333333333,101.0
2013-3-30,beijing,85.33333333333333,107.0
2013-3-31,beijing,88.66666666666667,105.0
2013-3-31,beijing,89.33333333333333,106.0
2013-3-31,beijing,91.33333333333333,109.0
2013-3-31,beijing,100.33333333333333,130.0
2013-3-31,beijing,107.33333333333333,131.0
2013-3-31,beijing,112.33333333333333,140.0
2013-3-31,beijing,128.0,141.0
2013-3-31,beijing,156.0,174.0
2013-3-31,beijing,161.0,193.0
2013-3-31,beijing,189.66666666666666,203.0
2013-3-31,beijing,201.66666666666666,230.0
2013-3-31,beijing,211.0,227.0
2013-3-31,beijing,228.0,251.0
2013-3-31,beijing,234.33333333333334,248.0
2013-3-31,beijing,231.66666666666666,243.0
2013-3-31,beijing,235.0,253.0
2013-3-31,beijing,238.0,258.0
2013-3-31,beijing,240.0,254.0
2013-3-31,beijing,229.66666666666666,259.0
2013-3-31,beijing,233.0,256.0
2013-3-31,beijing,238.33333333333334,255.0
2013-3-31,beijing,235.66666666666666,246.0
2013-3-31,beijing,234.33333333333334,244.0
2013-4-1,beijing,226.33333333333334,259.0
2013-4-1,beijing,242.66666666666666,244.0
2013-4-1,beijing,229.0,256.0
2013-4-1,beijing,231.0,250.0
2013-4-1,beijing,228.33333333333334,245.0
2013-4-1,beijing,226.33333333333334,247.0
2013-4-1,beijing,208.66666666666666,247.0
2013-4-1,beijing,170.66666666666666,158.0
2013-4-1,beijing,13.0,18.0
2013-4-1,beijing,11.0,15.0
2013-4-1,beijing,14.333333333333334,15.0
2013-4-1,beijing,23.666666666666668,29.0
2013-4-1,beijing,34.0,39.0
2013-4-1,beijing,33.666666666666664,37.0
2013-4-1,beijing,32.333333333333336,39.0
2013-4-1,beijing,30.0,41.0
2013-4-1,beijing,20.333333333333332,38.0
2013-4-1,beijing,25.0,31.0
2013-4-1,beijing,18.333333333333332,29.0
2013-4-1,beijing,16.0,20.0
2013-4-1,beijing,16.0,19.0
2013-4-1,beijing,6.666666666666667,7.0
2013-4-1,beijing,6.666666666666667,7.0
2013-4-1,beijing,5.666666666666667,6.0
2013-4-2,beijing,9.666666666666666,13.0
2013-4-2,beijing,15.333333333333334,20.0
2013-4-2,beijing,18.0,49.0
