,city,date,PM_China,PM_US Post,Polluted State CH,Polluted State US
141,beijing,2013-4-3,120.62499999999999,123.45833333333333,medium,medium
142,beijing,2013-4-30,20.152777777777775,21.416666666666668,good,good
143,beijing,2013-4-4,72.90277777777776,83.29166666666667,light,medium
144,beijing,2013-4-5,53.208333333333336,61.5,light,light
145,beijing,2013-4-6,14.086956521739133,15.391304347826088,good,good
146,beijing,2013-4-7,79.88888888888889,79.95833333333333,medium,medium
147,beijing,2013-4-8,21.56521739130435,19.391304347826086,good,good
148,beijing,2013-4-9,12.013888888888888,11.416666666666666,good,good
149,beijing,2013-5-1,38.791666666666664,45.708333333333336,light,light
150,beijing,2013-5-10,52.16666666666667,51.59090909090909,light,light
151,beijing,2013-5-11,46.388888888888886,53.208333333333336,light,light
152,beijing,2013-5-12,53.236111111111114,48.916666666666664,light,light
153,beijing,2013-5-13,101.61111111111113,104.5,medium,medium
154,beijing,2013-5-14,51.62500000000001,62.833333333333336,light,light
155,beijing,2013-5-15,84.55072463768118,67.1304347826087,medium,light
156,beijing,2013-5-16,61.88888888888888,68.75,light,light
157,beijing,2013-5-17,112.35714285714286,108.07142857142857,medium,medium
158,beijing,2013-5-18,86.23529411764706,85.88235294117646,medium,medium
159,beijing,2013-5-19,62.76388888888889,54.5,light,light
160,beijing,2013-5-2,74.93055555555556,82.91666666666667,light,medium
161,beijing,2013-5-20,43.18333333333332,40.95,light,light
162,beijing,2013-5-21,124.08333333333333,114.16666666666667,medium,medium
163,beijing,2013-5-22,79.44444444444444,62.708333333333336,medium,light
164,beijing,2013-5-23,88.45833333333333,87.08333333333333,medium,medium
165,beijing,2013-5-24,124.29166666666664,115.54166666666667,medium,medium
166,beijing,2013-5-25,70.18055555555554,63.833333333333336,light,light
167,beijing,2013-5-26,101.20833333333336,103.45833333333333,medium,medium
168,beijing,2013-5-27,59.422222222222224,67.4,light,light
169,beijing,2013-5-28,70.20512820512819,74.61538461538461,light,light
170,beijing,2013-5-29,14.569444444444445,20.416666666666668,good,good
171,beijing,2013-5-3,58.26086956521739,62.73913043478261,light,light
172,beijing,2013-5-30,61.79166666666668,59.375,light,light
173,beijing,2013-5-31,95.88888888888887,91.625,medium,medium
174,beijing,2013-5-4,87.16666666666667,86.625,medium,medium
175,beijing,2013-5-5,198.55555555555557,186.29166666666666,heavy,heavy
176,beijing,2013-5-6,231.66666666666666,214.29166666666666,heavy,heavy
177,beijing,2013-5-7,213.59090909090912,179.9090909090909,heavy,heavy
178,beijing,2013-5-8,157.46031746031744,124.47619047619048,heavy,medium
179,beijing,2013-5-9,56.04347826086956,50.34782608695652,light,light
180,beijing,2013-6-1,77.20289855072463,75.3913043478261,medium,medium
181,beijing,2013-6-10,27.291666666666657,32.208333333333336,good,good
182,beijing,2013-6-11,64.69444444444444,64.33333333333333,light,light
183,beijing,2013-6-13,97.66666666666667,124.0,medium,medium
184,beijing,2013-6-18,54.333333333333336,56.888888888888886,light,light
185,beijing,2013-6-19,51.63888888888889,51.5,light,light
186,beijing,2013-6-2,172.18840579710144,159.69565217391303,heavy,heavy
187,beijing,2013-6-20,90.56060606060606,91.95454545454545,medium,medium
188,beijing,2013-6-21,70.29166666666667,77.58333333333333,light,medium
189,beijing,2013-6-22,53.724637681159415,59.391304347826086,light,light
190,beijing,2013-6-23,68.16666666666669,67.94444444444444,light,light
191,beijing,2013-6-24,77.85714285714286,80.0,medium,medium
192,beijing,2013-6-25,127.7638888888889,127.375,medium,medium
193,beijing,2013-6-26,174.95238095238096,161.85714285714286,heavy,heavy
194,beijing,2013-6-27,97.07142857142857,87.14285714285714,medium,medium
195,beijing,2013-6-28,331.5416666666667,294.4583333333333,heavy,heavy
196,beijing,2013-6-29,107.15277777777777,104.41666666666667,medium,medium
197,beijing,2013-6-3,130.84722222222223,131.79166666666666,medium,medium
198,beijing,2013-6-30,176.87179487179486,165.3846153846154,heavy,heavy
199,beijing,2013-6-6,158.46666666666664,166.0,heavy,heavy
200,beijing,2013-6-7,127.1304347826087,136.30434782608697,medium,medium
201,beijing,2013-6-8,164.44444444444446,174.79166666666666,heavy,heavy
202,beijing,2013-6-9,43.985507246376805,57.65217391304348,light,light
203,beijing,2013-7-1,161.19047619047618,142.47619047619048,heavy,medium
204,beijing,2013-7-10,33.66666666666667,36.833333333333336,good,light
205,beijing,2013-7-11,36.54901960784314,36.88235294117647,light,light
206,beijing,2013-7-12,92.29411764705883,73.82352941176471,medium,light
207,beijing,2013-7-13,130.49999999999997,107.70833333333333,medium,medium
208,beijing,2013-7-14,101.87878787878789,88.68181818181819,medium,medium
209,beijing,2013-7-15,60.7936507936508,62.80952380952381,light,light
210,beijing,2013-7-16,21.958333333333332,26.625,good,good
211,beijing,2013-7-17,48.869565217391305,49.95652173913044,light,light
212,beijing,2013-7-18,165.25,134.95833333333334,heavy,medium
213,beijing,2013-7-19,156.87500000000003,123.58333333333333,heavy,medium
214,beijing,2013-7-2,14.736111111111114,17.458333333333332,good,good
215,beijing,2013-7-20,115.3623188405797,98.17391304347827,medium,medium
216,beijing,2013-7-21,86.77272727272728,72.27272727272727,medium,light
217,beijing,2013-7-22,116.15555555555555,102.86666666666666,medium,medium
218,beijing,2013-7-23,45.416666666666664,43.333333333333336,light,light
219,beijing,2013-7-24,51.04166666666667,46.0,light,light
220,beijing,2013-7-25,50.27083333333332,38.3125,light,light
221,beijing,2013-7-26,58.80555555555555,55.333333333333336,light,light
222,beijing,2013-7-27,105.74074074074073,89.55555555555556,medium,medium
223,beijing,2013-7-28,44.333333333333336,23.0,light,good
224,beijing,2013-7-29,40.666666666666664,91.0,light,medium
225,beijing,2013-7-3,32.166666666666664,31.833333333333332,good,good
226,beijing,2013-7-30,163.08333333333331,95.375,heavy,medium
227,beijing,2013-7-31,70.88888888888889,60.416666666666664,light,light
228,beijing,2013-7-4,29.652777777777775,28.291666666666668,good,good
229,beijing,2013-7-5,20.541666666666668,23.125,good,good
230,beijing,2013-7-6,65.59722222222221,60.958333333333336,light,light
231,beijing,2013-7-7,105.0144927536232,90.0,medium,medium
232,beijing,2013-7-8,95.08333333333333,91.29166666666667,medium,medium
233,beijing,2013-7-9,86.2608695652174,84.17391304347827,medium,medium
234,beijing,2013-8-1,38.89473684210526,47.73684210526316,light,light
235,beijing,2013-8-10,99.77192982456143,87.6842105263158,medium,medium
236,beijing,2013-8-12,57.81818181818183,58.72727272727273,light,light
237,beijing,2013-8-13,99.95454545454548,76.72727272727273,medium,medium
238,beijing,2013-8-14,94.12499999999999,62.458333333333336,medium,light
239,beijing,2013-8-15,154.84722222222223,106.0,heavy,medium
240,beijing,2013-8-16,150.81818181818184,107.27272727272727,heavy,medium
241,beijing,2013-8-17,42.83333333333332,38.875,light,light
242,beijing,2013-8-18,14.521739130434783,15.826086956521738,good,good
243,beijing,2013-8-19,26.0,25.791666666666668,good,good
244,beijing,2013-8-2,80.6086956521739,70.08695652173913,medium,light
245,beijing,2013-8-20,91.7878787878788,93.22727272727273,medium,medium
246,beijing,2013-8-21,96.69565217391305,102.34782608695652,medium,medium
247,beijing,2013-8-22,103.76666666666668,120.35,medium,medium
248,beijing,2013-8-23,49.63492063492063,54.714285714285715,light,light
249,beijing,2013-8-24,36.93055555555556,39.375,light,light
250,beijing,2013-8-25,41.99999999999999,43.791666666666664,light,light
251,beijing,2013-8-26,55.319444444444436,54.208333333333336,light,light
252,beijing,2013-8-27,55.77777777777777,53.666666666666664,light,light
253,beijing,2013-8-28,77.15277777777779,76.20833333333333,medium,medium
254,beijing,2013-8-29,27.347222222222225,32.0,good,good
255,beijing,2013-8-3,33.59722222222222,34.75,good,good
256,beijing,2013-8-30,11.733333333333333,16.8,good,good
257,beijing,2013-8-31,22.333333333333332,24.625,good,good
258,beijing,2013-8-4,97.20833333333336,82.33333333333333,medium,medium
259,beijing,2013-8-5,40.77777777777778,44.86666666666667,light,light
260,beijing,2013-8-6,206.09523809523807,143.42857142857142,heavy,medium
261,beijing,2013-8-7,31.92592592592593,28.5,good,good
262,beijing,2013-8-8,42.041666666666664,32.291666666666664,light,good
263,beijing,2013-8-9,47.266666666666666,37.15,light,light
264,beijing,2013-9-1,45.47222222222222,49.125,light,light
265,beijing,2013-9-10,60.49019607843138,66.52941176470588,light,light
266,beijing,2013-9-11,84.8974358974359,84.84615384615384,medium,medium
267,beijing,2013-9-12,148.927536231884,148.08695652173913,medium,medium
268,beijing,2013-9-13,99.9090909090909,108.22727272727273,medium,medium
269,beijing,2013-9-14,59.013888888888886,69.0,light,light
270,beijing,2013-9-15,20.861111111111114,24.0,good,good
271,beijing,2013-9-16,51.86363636363637,60.36363636363637,light,light
272,beijing,2013-9-17,92.5686274509804,108.23529411764706,medium,medium
273,beijing,2013-9-18,105.27777777777777,115.54166666666667,medium,medium
274,beijing,2013-9-19,117.45833333333333,123.75,medium,medium
275,beijing,2013-9-2,58.166666666666664,60.333333333333336,light,light
276,beijing,2013-9-20,58.70000000000001,68.45,light,light
277,beijing,2013-9-21,49.76388888888888,51.416666666666664,light,light
278,beijing,2013-9-22,84.51388888888889,95.66666666666667,medium,medium
279,beijing,2013-9-23,32.861111111111114,38.833333333333336,good,light
280,beijing,2013-9-24,11.636363636363638,15.090909090909092,good,good
281,beijing,2013-9-25,12.013888888888888,18.125,good,good
282,beijing,2013-9-26,49.72463768115942,59.95652173913044,light,light
283,beijing,2013-9-27,182.6527777777778,193.70833333333334,heavy,heavy
284,beijing,2013-9-28,227.26666666666665,241.65,heavy,heavy
285,beijing,2013-9-29,217.5072463768116,227.34782608695653,heavy,heavy
286,beijing,2013-9-3,100.6388888888889,101.70833333333333,medium,medium
287,beijing,2013-9-30,140.23809523809524,162.85714285714286,medium,heavy
288,beijing,2013-9-4,68.69444444444444,78.875,light,medium
289,beijing,2013-9-5,21.527777777777782,25.916666666666668,good,good
290,beijing,2013-9-6,71.93055555555556,80.29166666666667,light,medium
291,beijing,2013-9-7,74.44444444444444,81.70833333333333,light,medium
292,beijing,2013-9-8,109.29166666666667,108.41666666666667,medium,medium
293,beijing,2013-9-9,78.62121212121211,86.0909090909091,medium,medium
294,beijing,2014-1-1,50.22727272727273,52.13636363636363,light,light
295,beijing,2014-1-10,74.9298245614035,85.36842105263158,light,medium
296,beijing,2014-1-11,139.31944444444446,152.625,medium,heavy
297,beijing,2014-1-12,25.666666666666664,28.526315789473685,good,good
298,beijing,2014-1-13,115.31944444444446,127.875,medium,medium
299,beijing,2014-1-14,105.26086956521738,120.6086956521739,medium,medium
300,beijing,2014-1-15,192.8611111111111,210.375,heavy,heavy
301,beijing,2014-1-16,395.55555555555566,448.4166666666667,heavy,heavy
302,beijing,2014-1-17,148.54166666666669,154.5,medium,heavy
303,beijing,2014-1-18,71.88888888888889,76.75,light,medium
304,beijing,2014-1-19,111.47826086956523,124.21739130434783,medium,medium
305,beijing,2014-1-2,145.01388888888889,167.625,medium,heavy
306,beijing,2014-1-20,7.750000000000001,10.25,good,good
307,beijing,2014-1-21,41.98550724637681,47.17391304347826,light,light
308,beijing,2014-1-22,140.53030303030303,162.95454545454547,medium,heavy
309,beijing,2014-1-23,250.88333333333335,296.25,heavy,heavy
310,beijing,2014-1-24,132.77272727272725,156.6818181818182,medium,heavy
311,beijing,2014-1-25,21.520833333333332,29.8125,good,good
312,beijing,2014-1-26,51.15,60.7,light,light
313,beijing,2014-1-27,82.3888888888889,96.16666666666667,medium,medium
314,beijing,2014-1-28,40.47222222222222,46.583333333333336,light,light
315,beijing,2014-1-29,127.7361111111111,149.29166666666666,medium,medium
316,beijing,2014-1-3,45.69841269841271,57.095238095238095,light,light
317,beijing,2014-1-30,65.93055555555556,71.33333333333333,light,light
318,beijing,2014-1-31,142.68055555555557,166.20833333333334,medium,heavy
319,beijing,2014-1-4,140.2222222222222,154.875,medium,heavy
320,beijing,2014-1-5,95.09722222222221,101.41666666666667,medium,medium
321,beijing,2014-1-6,137.09722222222223,154.58333333333334,medium,heavy
322,beijing,2014-1-7,98.52777777777779,112.875,medium,medium
323,beijing,2014-1-8,17.041666666666668,21.416666666666668,good,good
324,beijing,2014-1-9,26.916666666666668,33.125,good,good
325,beijing,2014-10-1,75.90277777777779,82.70833333333333,medium,medium
326,beijing,2014-10-10,299.46969696969694,320.77272727272725,heavy,heavy
327,beijing,2014-10-11,187.463768115942,179.08695652173913,heavy,heavy
328,beijing,2014-10-12,10.652173913043478,6.782608695652174,good,good
329,beijing,2014-10-13,20.594202898550723,17.0,good,good
330,beijing,2014-10-14,71.79710144927535,52.95652173913044,light,light
331,beijing,2014-10-15,71.69565217391305,50.608695652173914,light,light
332,beijing,2014-10-16,59.583333333333336,34.25,light,good
333,beijing,2014-10-2,61.263888888888886,67.41666666666667,light,light
334,beijing,2014-10-21,40.8421052631579,48.21052631578947,light,light
335,beijing,2014-10-22,85.05797101449275,95.0,medium,medium
336,beijing,2014-10-23,139.27272727272728,148.0909090909091,medium,medium
337,beijing,2014-10-24,258.7536231884058,268.4782608695652,heavy,heavy
338,beijing,2014-10-25,350.3472222222222,366.9583333333333,heavy,heavy
339,beijing,2014-10-26,75.19444444444444,71.5,medium,light
340,beijing,2014-10-27,18.566666666666666,20.4,good,good
341,beijing,2014-10-3,114.95833333333336,128.33333333333334,medium,medium
342,beijing,2014-10-31,181.77777777777774,175.75,heavy,heavy
343,beijing,2014-10-4,71.04166666666666,84.54166666666667,light,medium
344,beijing,2014-10-5,33.42424242424243,36.04545454545455,good,light
345,beijing,2014-10-6,35.31944444444444,36.0,light,light
346,beijing,2014-10-7,142.41666666666666,152.58333333333334,medium,heavy
347,beijing,2014-10-8,279.2173913043478,310.0869565217391,heavy,heavy
348,beijing,2014-10-9,336.6190476190476,379.5238095238095,heavy,heavy
349,beijing,2014-11-1,48.56944444444445,43.208333333333336,light,light
350,beijing,2014-11-10,77.10144927536231,78.65217391304348,medium,medium
351,beijing,2014-11-11,41.25396825396825,47.666666666666664,light,light
352,beijing,2014-11-12,6.174603174603176,6.761904761904762,good,good
353,beijing,2014-11-13,26.217391304347824,27.043478260869566,good,good
354,beijing,2014-11-14,41.28985507246376,44.95652173913044,light,light
355,beijing,2014-11-15,163.07246376811594,178.7826086956522,heavy,heavy
356,beijing,2014-11-16,104.5833333333333,111.5,medium,medium
357,beijing,2014-11-17,23.486111111111114,26.708333333333332,good,good
358,beijing,2014-11-18,84.08333333333331,91.0,medium,medium
359,beijing,2014-11-19,303.54385964912274,315.57894736842104,heavy,heavy
360,beijing,2014-11-2,6.06060606060606,7.454545454545454,good,good
361,beijing,2014-11-20,343.6923076923077,336.0,heavy,heavy
362,beijing,2014-11-21,78.23809523809526,69.57142857142857,medium,light
363,beijing,2014-11-22,42.04545454545455,48.81818181818182,light,light
364,beijing,2014-11-23,126.0138888888889,133.58333333333334,medium,medium
365,beijing,2014-11-24,81.40277777777777,89.875,medium,medium
366,beijing,2014-11-25,171.26388888888889,182.875,heavy,heavy
367,beijing,2014-11-26,287.8030303030303,308.1818181818182,heavy,heavy
368,beijing,2014-11-27,72.42857142857143,69.14285714285714,light,light
369,beijing,2014-11-28,95.02777777777777,103.08333333333333,medium,medium
370,beijing,2014-11-29,287.3611111111111,302.5,heavy,heavy
371,beijing,2014-11-3,29.681818181818183,27.09090909090909,good,good
372,beijing,2014-11-30,76.51388888888887,83.33333333333333,medium,medium
373,beijing,2014-11-4,129.1527777777778,131.70833333333334,medium,medium
374,beijing,2014-11-5,73.44444444444444,70.08333333333333,light,light
375,beijing,2014-11-6,13.260869565217389,15.434782608695652,good,good
376,beijing,2014-11-7,48.34722222222223,53.083333333333336,light,light
377,beijing,2014-11-8,74.71014492753622,79.95652173913044,light,medium
378,beijing,2014-11-9,63.652777777777764,65.5,light,light
379,beijing,2014-12-1,10.492753623188406,13.782608695652174,good,good
380,beijing,2014-12-10,121.69696969696966,137.0909090909091,medium,medium
381,beijing,2014-12-11,21.305555555555554,24.375,good,good
382,beijing,2014-12-12,10.51388888888889,13.875,good,good
383,beijing,2014-12-13,47.791666666666664,51.333333333333336,light,light
384,beijing,2014-12-14,97.11111111111109,102.45833333333333,medium,medium
385,beijing,2014-12-15,76.58333333333331,82.04166666666667,medium,medium
386,beijing,2014-12-16,6.696969696969696,11.227272727272727,good,good
387,beijing,2014-12-17,87.55555555555556,104.83333333333333,medium,medium
388,beijing,2014-12-18,146.87301587301587,160.76190476190476,medium,heavy
389,beijing,2014-12-19,53.208333333333336,51.5625,light,light
390,beijing,2014-12-2,45.85,53.35,light,light
391,beijing,2014-12-20,7.177777777777778,9.933333333333334,good,good
392,beijing,2014-12-21,17.02777777777778,20.541666666666668,good,good
393,beijing,2014-12-22,90.18181818181819,100.0,medium,medium
394,beijing,2014-12-23,85.29166666666664,96.5,medium,medium
395,beijing,2014-12-24,11.666666666666666,14.416666666666666,good,good
396,beijing,2014-12-25,28.84057971014493,30.652173913043477,good,good
397,beijing,2014-12-26,150.46296296296293,157.33333333333334,heavy,heavy
398,beijing,2014-12-27,194.17777777777778,201.66666666666666,heavy,heavy
399,beijing,2014-12-28,119.97777777777779,137.73333333333332,medium,medium
400,beijing,2014-12-29,140.47222222222226,151.79166666666666,medium,heavy
401,beijing,2014-12-3,18.840579710144926,20.869565217391305,good,good
402,beijing,2014-12-30,33.13888888888889,38.625,good,light
403,beijing,2014-12-31,5.9275362318840585,10.391304347826088,good,good
404,beijing,2014-12-4,7.971014492753624,9.043478260869565,good,good
405,beijing,2014-12-5,40.53030303030303,44.86363636363637,light,light
406,beijing,2014-12-6,70.0138888888889,68.95833333333333,light,light
407,beijing,2014-12-7,45.99999999999999,51.75,light,light
408,beijing,2014-12-8,48.14814814814815,58.22222222222222,light,light
409,beijing,2014-12-9,331.53846153846155,358.61538461538464,heavy,heavy
410,beijing,2014-2-1,136.79710144927537,155.95652173913044,medium,heavy
411,beijing,2014-2-10,23.75,26.208333333333332,good,good
412,beijing,2014-2-11,121.47619047619048,137.33333333333334,medium,medium
413,beijing,2014-2-12,127.23188405797102,149.04347826086956,medium,medium
414,beijing,2014-2-13,181.95833333333334,210.95833333333334,heavy,heavy
415,beijing,2014-2-14,295.46376811594206,298.4782608695652,heavy,heavy
416,beijing,2014-2-15,412.51388888888886,363.7916666666667,heavy,heavy
417,beijing,2014-2-16,285.95833333333337,264.8333333333333,heavy,heavy
418,beijing,2014-2-17,74.13043478260869,75.82608695652173,light,medium
